frame,x_0,y_0,z_0,vis_0,x_1,y_1,z_1,vis_1,x_2,y_2,z_2,vis_2,x_3,y_3,z_3,vis_3,x_4,y_4,z_4,vis_4,x_5,y_5,z_5,vis_5,x_6,y_6,z_6,vis_6,x_7,y_7,z_7,vis_7,x_8,y_8,z_8,vis_8,x_9,y_9,z_9,vis_9,x_10,y_10,z_10,vis_10,x_11,y_11,z_11,vis_11,x_12,y_12,z_12,vis_12,x_13,y_13,z_13,vis_13,x_14,y_14,z_14,vis_14,x_15,y_15,z_15,vis_15,x_16,y_16,z_16,vis_16,x_17,y_17,z_17,vis_17,x_18,y_18,z_18,vis_18,x_19,y_19,z_19,vis_19,x_20,y_20,z_20,vis_20,x_21,y_21,z_21,vis_21,x_22,y_22,z_22,vis_22,x_23,y_23,z_23,vis_23,x_24,y_24,z_24,vis_24,x_25,y_25,z_25,vis_25,x_26,y_26,z_26,vis_26,x_27,y_27,z_27,vis_27,x_28,y_28,z_28,vis_28,x_29,y_29,z_29,vis_29,x_30,y_30,z_30,vis_30,x_31,y_31,z_31,vis_31,x_32,y_32,z_32,vis_32
1,0.5305754542350769,0.40746504068374634,0.027274811640381813,0.9999310970306396,0.5269418358802795,0.3980795741081238,0.03779660910367966,0.9999232292175293,0.5259355306625366,0.3978734612464905,0.03776011988520622,0.99992835521698,0.5248386263847351,0.39756637811660767,0.03775908052921295,0.9999386072158813,0.5270021557807922,0.3983544111251831,0.01468636654317379,0.9999175071716309,0.5262262225151062,0.3984089195728302,0.014655426144599915,0.9999197721481323,0.5254027247428894,0.39837735891342163,0.014594859443604946,0.9999284744262695,0.5168892741203308,0.4033779501914978,0.07952887564897537,0.9998345375061035,0.5183160305023193,0.4042937755584717,-0.024052973836660385,0.9999525547027588,0.5274733304977417,0.41832098364830017,0.044259537011384964,0.9998010993003845,0.5275338888168335,0.41839566826820374,0.01402486301958561,0.9998801946640015,0.5015103816986084,0.4561498761177063,0.1417110413312912,0.9995162487030029,0.501167893409729,0.451140820980072,-0.09033048152923584,0.9999890327453613,0.4713056981563568,0.5156773924827576,0.17135244607925415,0.05193674564361572,0.4680681526660919,0.511152982711792,-0.1068861111998558,0.991694986820221,0.48562490940093994,0.56684410572052,0.14275310933589935,0.026312125846743584,0.4982312023639679,0.547693133354187,-0.06559564173221588,0.9369576573371887,0.4864201247692108,0.5835152864456177,0.14122654497623444,0.030564306303858757,0.5051143169403076,0.5534891486167908,-0.07499466836452484,0.8959440588951111,0.4892275631427765,0.5810307860374451,0.12858915328979492,0.031305257230997086,0.5068637728691101,0.5455033183097839,-0.06936493515968323,0.8854272961616516,0.4885893166065216,0.5743948817253113,0.13467349112033844,0.03384151682257652,0.5050168633460999,0.5438638925552368,-0.06109952926635742,0.8315529227256775,0.49401789903640747,0.5970442891120911,0.0736999586224556,0.9996843338012695,0.48037320375442505,0.5922225117683411,-0.07367139309644699,0.9998304843902588,0.5281798839569092,0.715507984161377,0.028535643592476845,0.9308372735977173,0.4705827832221985,0.7061182260513306,-0.09879616647958755,0.9982074499130249,0.5428487658500671,0.8358702659606934,0.0332803837954998,0.9864190220832825,0.4344651401042938,0.8275197744369507,-0.09505975991487503,0.9986923336982727,0.5366248488426208,0.8580796718597412,0.029811354354023933,0.9736918210983276,0.42419376969337463,0.8443760871887207,-0.09726433455944061,0.9849864840507507,0.5761033296585083,0.8518096208572388,-0.01392615307122469,0.9885913729667664,0.46337634325027466,0.8603602647781372,-0.1589314043521881,0.997445821762085
2,0.5294044613838196,0.40841516852378845,0.020220480859279633,0.9999312162399292,0.5256292223930359,0.3991381824016571,0.03091127797961235,0.9999247193336487,0.5247315168380737,0.39895814657211304,0.030877400189638138,0.9999294877052307,0.5238334536552429,0.3987277150154114,0.030868027359247208,0.9999397993087769,0.526061475276947,0.39935067296028137,0.007396202068775892,0.9999187588691711,0.5255298614501953,0.39939796924591064,0.007366886828094721,0.9999207854270935,0.5249537229537964,0.3994125723838806,0.007310032844543457,0.9999290704727173,0.516592264175415,0.4041614532470703,0.07513224333524704,0.999840259552002,0.5181295275688171,0.40497368574142456,-0.030652059242129326,0.9999527335166931,0.5261608958244324,0.41885262727737427,0.038204874843358994,0.9998051524162292,0.5265538692474365,0.4188871681690216,0.007302549201995134,0.9998803734779358,0.5008494853973389,0.4581760764122009,0.14088527858257294,0.9995076656341553,0.5011965036392212,0.45134401321411133,-0.09687016904354095,0.9999884366989136,0.47312071919441223,0.518718957901001,0.1709466427564621,0.05118513107299805,0.4682980179786682,0.5111506581306458,-0.1393243968486786,0.9909986853599548,0.49034902453422546,0.5708500742912292,0.14215655624866486,0.026604892686009407,0.4981035590171814,0.5475691556930542,-0.138104647397995,0.9361554980278015,0.4911656975746155,0.5870941877365112,0.14121879637241364,0.031085288152098656,0.5048419833183289,0.5534623265266418,-0.15382367372512817,0.8958670496940613,0.49480924010276794,0.5837646126747131,0.12727680802345276,0.03189728409051895,0.5068301558494568,0.54606693983078,-0.14563384652137756,0.8853269815444946,0.4942997395992279,0.5770552158355713,0.13356997072696686,0.03441210463643074,0.5049661993980408,0.5442848801612854,-0.13389232754707336,0.8307210803031921,0.4944249987602234,0.6000744104385376,0.07409100979566574,0.9996687173843384,0.48111286759376526,0.5934460163116455,-0.07406879216432571,0.9998190402984619,0.5285767316818237,0.7148838639259338,0.031945712864398956,0.9281535148620605,0.47126567363739014,0.7108795642852783,-0.10193843394517899,0.9980756044387817,0.542229413986206,0.8358737230300903,0.04375665262341499,0.98536616563797,0.43443554639816284,0.8274431228637695,-0.10050371289253235,0.9985706210136414,0.536555290222168,0.8583520650863647,0.0410139337182045,0.9722561240196228,0.42389538884162903,0.8436403274536133,-0.10287980735301971,0.9839039444923401,0.5756726861000061,0.8520134091377258,-0.0023795992601662874,0.9875012040138245,0.4629063904285431,0.8602762222290039,-0.16512107849121094,0.997169017791748
3,0.5294402837753296,0.40900716185569763,0.02121764048933983,0.9999344944953918,0.5256722569465637,0.3998009264469147,0.03158961609005928,0.9999291896820068,0.5247694253921509,0.39963552355766296,0.03155588358640671,0.9999334812164307,0.5238571763038635,0.39943185448646545,0.03155346214771271,0.9999433159828186,0.5260833501815796,0.3999786674976349,0.008360147476196289,0.9999232292175293,0.5255358815193176,0.40002205967903137,0.008329378440976143,0.9999250769615173,0.5249806046485901,0.40005120635032654,0.008267014287412167,0.9999327659606934,0.5166337490081787,0.4047822654247284,0.07695811241865158,0.9998509883880615,0.5181801915168762,0.4055091142654419,-0.030591996386647224,0.9999551177024841,0.5261971354484558,0.4192390739917755,0.038406822830438614,0.9998158812522888,0.5265645384788513,0.4193156063556671,0.008086388930678368,0.9998856782913208,0.500459611415863,0.4595465660095215,0.14378532767295837,0.9995185136795044,0.5016220211982727,0.45158639550209045,-0.09586723148822784,0.9999884963035583,0.47318166494369507,0.5195261240005493,0.17248661816120148,0.050995245575904846,0.4688474237918854,0.5109578371047974,-0.14350467920303345,0.9902685284614563,0.4901221990585327,0.5726748704910278,0.14351466298103333,0.027395838871598244,0.49804970622062683,0.5467644929885864,-0.15278716385364532,0.9358786940574646,0.49074217677116394,0.5884949564933777,0.14359726011753082,0.03218512237071991,0.504595160484314,0.5527262687683105,-0.16982842981815338,0.8964399695396423,0.4945451021194458,0.5849398374557495,0.12826374173164368,0.0330471433699131,0.5068289041519165,0.5460646152496338,-0.16053101420402527,0.8858182430267334,0.4941762387752533,0.5783385634422302,0.13461342453956604,0.03550082445144653,0.5049622654914856,0.5442897081375122,-0.1484038084745407,0.8304916620254517,0.4952307939529419,0.6013071537017822,0.07436712086200714,0.999670684337616,0.4823321998119354,0.5942490100860596,-0.07435321062803268,0.9998189210891724,0.5292447209358215,0.7139536738395691,0.03308946639299393,0.9255431294441223,0.47180238366127014,0.714693546295166,-0.11160947382450104,0.9979734420776367,0.5417792797088623,0.8360803127288818,0.043474867939949036,0.9844209551811218,0.4338184893131256,0.8273967504501343,-0.12042441964149475,0.9984784722328186,0.5362415909767151,0.858898937702179,0.040416084229946136,0.9710564613342285,0.4227723777294159,0.8430377840995789,-0.12383365631103516,0.9831417202949524,0.5750673413276672,0.8530798554420471,-0.0033852597698569298,0.986561119556427,0.46101731061935425,0.860271692276001,-0.18740656971931458,0.9969825148582458
4,0.5304859280586243,0.4089849591255188,0.022012608125805855,0.9999370574951172,0.5267593264579773,0.3997785449028015,0.03250529617071152,0.9999328851699829,0.5258816480636597,0.39962369203567505,0.032470691949129105,0.9999367594718933,0.5249770283699036,0.39943772554397583,0.03246716037392616,0.9999462366104126,0.5271199345588684,0.39995917677879333,0.009220852516591549,0.9999268651008606,0.5265798568725586,0.4000030755996704,0.009191015735268593,0.9999286532402039,0.5260146856307983,0.40003401041030884,0.009132000617682934,0.9999359250068665,0.5177934169769287,0.4050317108631134,0.07705631852149963,0.9998598098754883,0.5192512273788452,0.40567106008529663,-0.029509959742426872,0.9999570250511169,0.5275818705558777,0.4192419946193695,0.03927852213382721,0.9998238682746887,0.527797520160675,0.4193279445171356,0.008889121934771538,0.9998894929885864,0.5005797147750854,0.4594871401786804,0.1449056714773178,0.9995289444923401,0.5035296678543091,0.4517035484313965,-0.09578803181648254,0.9999883770942688,0.4734063744544983,0.5191681981086731,0.174021378159523,0.050026651471853256,0.4717386066913605,0.5107976198196411,-0.1409987509250641,0.98960942029953,0.4947885274887085,0.5723901391029358,0.14427073299884796,0.027839649468660355,0.4995094835758209,0.5468096137046814,-0.1414000540971756,0.9360289573669434,0.49587738513946533,0.5881582498550415,0.14486144483089447,0.03298971429467201,0.5050387978553772,0.5527305603027344,-0.1571422666311264,0.8976084589958191,0.49971696734428406,0.5842146277427673,0.1292177438735962,0.03386678174138069,0.5075685381889343,0.5464038848876953,-0.1487608402967453,0.8870473504066467,0.4992083013057709,0.5778114795684814,0.1352844387292862,0.03625582158565521,0.5055864453315735,0.5446944236755371,-0.13710297644138336,0.8314299583435059,0.4956856369972229,0.6014047265052795,0.07449734956026077,0.9996691346168518,0.4832782447338104,0.595058023929596,-0.07448671013116837,0.9998138546943665,0.5304983854293823,0.7114436626434326,0.032667145133018494,0.9229143857955933,0.472831130027771,0.7152635455131531,-0.11410311609506607,0.9978362321853638,0.5411643981933594,0.8360239267349243,0.041774000972509384,0.9834650754928589,0.43348926305770874,0.8266490697860718,-0.12391427904367447,0.99833744764328,0.5353548526763916,0.8588099479675293,0.03862213343381882,0.9698554277420044,0.42213645577430725,0.8412291407585144,-0.12725858390331268,0.9820011854171753,0.5731927156448364,0.8543018698692322,-0.005132373888045549,0.9856231212615967,0.46001243591308594,0.8602178692817688,-0.18902264535427094,0.9967324137687683
5,0.5306802988052368,0.40920862555503845,0.027082355692982674,0.9999396800994873,0.5269122123718262,0.4000007212162018,0.03803550824522972,0.999936580657959,0.5260550379753113,0.3998875319957733,0.038001324981451035,0.9999399781227112,0.5251791477203369,0.3997423052787781,0.03798627480864525,0.9999492168426514,0.5272689461708069,0.40013089776039124,0.014152905903756618,0.9999306797981262,0.5267431735992432,0.4001840054988861,0.014129813760519028,0.9999322295188904,0.5261950492858887,0.40022575855255127,0.01407733466476202,0.9999392628669739,0.5181455016136169,0.4056951105594635,0.08316221088171005,0.9998685717582703,0.5195786952972412,0.40615370869636536,-0.0249644722789526,0.9999589920043945,0.5279921889305115,0.41966018080711365,0.045035574585199356,0.9998326897621155,0.528118908405304,0.4197266399860382,0.013705060817301273,0.9998942017555237,0.5026180744171143,0.4594111442565918,0.15001331269741058,0.9995370507240295,0.5042062401771545,0.45172032713890076,-0.09416385740041733,0.9999881982803345,0.4786963164806366,0.5198290348052979,0.18316371738910675,0.04946689307689667,0.472398579120636,0.510583758354187,-0.13850858807563782,0.9893367290496826,0.5005374550819397,0.5704308748245239,0.15573593974113464,0.02794039249420166,0.5019716620445251,0.5470246076583862,-0.13754895329475403,0.9356391429901123,0.5026469826698303,0.5851435661315918,0.15682630240917206,0.033396102488040924,0.5081450343132019,0.552651047706604,-0.15215907990932465,0.8974853754043579,0.506392240524292,0.5804185271263123,0.1414533108472824,0.03429685905575752,0.5103260278701782,0.546287477016449,-0.14341631531715393,0.8867942690849304,0.505449652671814,0.574333667755127,0.1469227522611618,0.03665187954902649,0.5084050297737122,0.5446217656135559,-0.132901132106781,0.8303841948509216,0.4974749982357025,0.6019791960716248,0.07464350014925003,0.999665379524231,0.4840041995048523,0.5953896045684814,-0.07463105022907257,0.9998081922531128,0.5322185754776001,0.7111779451370239,0.03063966892659664,0.9212163686752319,0.472412109375,0.7129764556884766,-0.11922772973775864,0.9977282285690308,0.5404585003852844,0.8361600041389465,0.035606179386377335,0.982694149017334,0.43301060795783997,0.8254777789115906,-0.13638409972190857,0.9982231259346008,0.5345176458358765,0.8588268756866455,0.03206746280193329,0.968856692314148,0.4211788773536682,0.8399440050125122,-0.14021442830562592,0.9811277389526367,0.5724785923957825,0.8562052845954895,-0.010101299732923508,0.9848427176475525,0.45869341492652893,0.8600183725357056,-0.20104242861270905,0.9965497851371765
6,0.5310728549957275,0.40991491079330444,0.036880530416965485,0.9999437928199768,0.5273517370223999,0.40046432614326477,0.04885916784405708,0.9999411702156067,0.5265586376190186,0.40036895871162415,0.04882301017642021,0.9999442100524902,0.5257503986358643,0.4002406895160675,0.04880823194980621,0.9999529719352722,0.5276134610176086,0.40051352977752686,0.025347236543893814,0.9999356269836426,0.5270776152610779,0.40054020285606384,0.025325659662485123,0.9999370574951172,0.5265166163444519,0.40056154131889343,0.025277504697442055,0.9999436140060425,0.5188320279121399,0.4062372148036957,0.09538932144641876,0.9998786449432373,0.5199044942855835,0.40659254789352417,-0.010391262359917164,0.9999617338180542,0.5285745859146118,0.42062702775001526,0.055267367511987686,0.999844491481781,0.528555154800415,0.4206171929836273,0.0243305042386055,0.9999010562896729,0.5056843757629395,0.46047553420066833,0.16107060015201569,0.9995465874671936,0.5050569176673889,0.45237818360328674,-0.08238418400287628,0.9999884366989136,0.48048898577690125,0.5227459669113159,0.18966174125671387,0.048874255269765854,0.4735082685947418,0.51102614402771,-0.1390887051820755,0.9889286756515503,0.5041528344154358,0.5720935463905334,0.15742582082748413,0.028804214671254158,0.5042516589164734,0.5481185913085938,-0.15772047638893127,0.9356809258460999,0.5061558485031128,0.5866853594779968,0.1585819125175476,0.03492574021220207,0.5104637742042542,0.5535522103309631,-0.1754351407289505,0.8981541395187378,0.5102047920227051,0.5816888809204102,0.14267823100090027,0.035872023552656174,0.5124872922897339,0.5468913316726685,-0.1648983210325241,0.8872949481010437,0.5093528032302856,0.5755141377449036,0.14842574298381805,0.038137663155794144,0.5106829404830933,0.5450826287269592,-0.15290018916130066,0.829969584941864,0.4995843470096588,0.6020545959472656,0.07473432272672653,0.9996649622917175,0.4856586158275604,0.595450222492218,-0.0747189000248909,0.9998087286949158,0.5336270928382874,0.7113077640533447,0.03248032182455063,0.9217405915260315,0.4740970730781555,0.7147983312606812,-0.130035400390625,0.9977807998657227,0.5391969084739685,0.8363288640975952,0.03446454182267189,0.9825592637062073,0.4325839877128601,0.8243979215621948,-0.16474227607250214,0.9982309937477112,0.5334653258323669,0.8588331937789917,0.030112313106656075,0.9686296582221985,0.4198225140571594,0.8380714058876038,-0.17072343826293945,0.9812352061271667,0.5724109411239624,0.858703076839447,-0.012423625215888023,0.9845864772796631,0.4569299519062042,0.8596814274787903,-0.23462361097335815,0.9965678453445435
7,0.5317444205284119,0.4102189838886261,0.046317677944898605,0.9999473690986633,0.5280405282974243,0.40058016777038574,0.05861208960413933,0.9999452233314514,0.5272750854492188,0.40049389004707336,0.05857021361589432,0.9999479055404663,0.5264980792999268,0.40037280321121216,0.05855335667729378,0.9999563097953796,0.5282295346260071,0.40060245990753174,0.03539205342531204,0.9999399185180664,0.5276718735694885,0.4006234407424927,0.0353722907602787,0.9999411702156067,0.5270901322364807,0.4006374776363373,0.03532073646783829,0.9999474287033081,0.5194934010505676,0.4065392017364502,0.10491742938756943,0.9998875260353088,0.520394504070282,0.4068038761615753,0.00046074468991719186,0.9999639391899109,0.5292554497718811,0.4212227463722229,0.06447552889585495,0.9998548030853271,0.5292056798934937,0.42122092843055725,0.03387992084026337,0.9999067783355713,0.5074794292449951,0.46086668968200684,0.16673889756202698,0.9995508193969727,0.5055109858512878,0.45307937264442444,-0.07078687101602554,0.9999881982803345,0.4861183762550354,0.5253244042396545,0.19607898592948914,0.048713475465774536,0.4750143885612488,0.5111675262451172,-0.13764378428459167,0.9883717894554138,0.5082159638404846,0.5728126168251038,0.1650320142507553,0.030469177290797234,0.5061332583427429,0.548430860042572,-0.14722990989685059,0.934931218624115,0.5107575058937073,0.587242066860199,0.16601888835430145,0.03732069581747055,0.5125453472137451,0.5535481572151184,-0.16370226442813873,0.8978167176246643,0.5146666169166565,0.5822031497955322,0.15044260025024414,0.03835263103246689,0.514397382736206,0.5466347932815552,-0.15421047806739807,0.8866667151451111,0.5135010480880737,0.5760175585746765,0.15621809661388397,0.040491074323654175,0.5126737952232361,0.5449497699737549,-0.14269711077213287,0.828136682510376,0.5006850957870483,0.6019961833953857,0.07341641932725906,0.999656081199646,0.4861021637916565,0.5952495336532593,-0.07338885217905045,0.9998007416725159,0.5342739224433899,0.7111822366714478,0.020897990092635155,0.9228844046592712,0.4762575030326843,0.7143830060958862,-0.1367952972650528,0.9977710247039795,0.538727343082428,0.8365726470947266,0.004620220046490431,0.9824346899986267,0.43212243914604187,0.8232418894767761,-0.18438930809497833,0.9981626868247986,0.5329242944717407,0.8588007092475891,-0.001761376392096281,0.9685006737709045,0.418652206659317,0.8365383148193359,-0.1918196678161621,0.9809008240699768,0.5723386406898499,0.8595564365386963,-0.04682756960391998,0.9844540357589722,0.4553236961364746,0.8593350052833557,-0.2567429840564728,0.9965043067932129
8,0.5327919125556946,0.41049399971961975,0.049319665879011154,0.9999503493309021,0.5290072560310364,0.40066760778427124,0.061706457287073135,0.9999487400054932,0.5282605886459351,0.4005790948867798,0.06166279315948486,0.9999510049819946,0.527504026889801,0.400456964969635,0.06164325401186943,0.9999591708183289,0.529090940952301,0.40069761872291565,0.03849507495760918,0.999943733215332,0.5284836292266846,0.4007227420806885,0.03847601264715195,0.9999447464942932,0.5278624296188354,0.40074241161346436,0.038426969200372696,0.9999508261680603,0.5203685164451599,0.40676796436309814,0.10790539532899857,0.9998950362205505,0.5211222767829895,0.4070146679878235,0.003738601692020893,0.9999659657478333,0.5303585529327393,0.42172855138778687,0.0674213096499443,0.9998639822006226,0.5302172899246216,0.42185816168785095,0.03691883385181427,0.9999121427536011,0.5088723301887512,0.46102175116539,0.1689281165599823,0.9995562434196472,0.5061950087547302,0.4541061520576477,-0.06747470051050186,0.9999881386756897,0.48853981494903564,0.5263922810554504,0.1965823769569397,0.04816665127873421,0.4759766757488251,0.5115642547607422,-0.1265833079814911,0.9875704050064087,0.5091845989227295,0.5729267597198486,0.1649055778980255,0.03089301474392414,0.5071007013320923,0.5496282577514648,-0.13473398983478546,0.9315677881240845,0.5114842653274536,0.5873560309410095,0.16545967757701874,0.038174062967300415,0.5133565068244934,0.553865909576416,-0.14987492561340332,0.8938292860984802,0.5150787234306335,0.5823394060134888,0.15050411224365234,0.03919815644621849,0.5151433348655701,0.5471786260604858,-0.14104562997817993,0.8820500373840332,0.5140277743339539,0.5761798024177551,0.1562856137752533,0.041240036487579346,0.5134581327438354,0.5457172393798828,-0.13018080592155457,0.8212443590164185,0.5024183392524719,0.6019138097763062,0.0732734426856041,0.9996458292007446,0.4875187873840332,0.5951220393180847,-0.07324154675006866,0.9997966289520264,0.535230815410614,0.7114065885543823,0.022746127098798752,0.9242901802062988,0.47739383578300476,0.7024983167648315,-0.15055353939533234,0.9977948665618896,0.5381044149398804,0.8373063802719116,0.009369630366563797,0.9825368523597717,0.4321407377719879,0.8217063546180725,-0.20741142332553864,0.9981358647346497,0.5321441888809204,0.8593806624412537,0.0031474390998482704,0.9685804843902588,0.41843149065971375,0.8341920971870422,-0.2155807763338089,0.9809362292289734,0.5710440278053284,0.8600294589996338,-0.041725508868694305,0.9844700694084167,0.45373672246932983,0.8588517904281616,-0.2801918685436249,0.9965184330940247
9,0.5346822142601013,0.4102634787559509,0.05477696657180786,0.9999522566795349,0.5312409400939941,0.4004533588886261,0.06720972061157227,0.9999513030052185,0.5305207967758179,0.40039777755737305,0.06716182827949524,0.9999532103538513,0.5297490954399109,0.40030115842819214,0.06714152544736862,0.9999613761901855,0.5311254262924194,0.400491863489151,0.044446755200624466,0.9999464154243469,0.5304283499717712,0.4005434215068817,0.04442895948886871,0.9999472498893738,0.5296915173530579,0.4005833566188812,0.0443781279027462,0.9999533891677856,0.5222799777984619,0.4067508280277252,0.11230678856372833,0.999900758266449,0.5226964354515076,0.40698957443237305,0.010462686419487,0.9999673366546631,0.5321475267410278,0.42168721556663513,0.0723489448428154,0.9998705983161926,0.5318966507911682,0.4218195080757141,0.04249246045947075,0.9999157786369324,0.5104930996894836,0.4609858989715576,0.17271627485752106,0.9995608925819397,0.5071658492088318,0.4541165232658386,-0.060587264597415924,0.9999880194664001,0.48927390575408936,0.525970995426178,0.19849790632724762,0.04660113900899887,0.47641119360923767,0.5118293166160583,-0.11179272085428238,0.9863250851631165,0.5094057321548462,0.5728901028633118,0.16572250425815582,0.03100520744919777,0.5076677799224854,0.5500975251197815,-0.12081854790449142,0.9283143281936646,0.5113371014595032,0.5874723792076111,0.16588085889816284,0.038803283125162125,0.514121413230896,0.5543822646141052,-0.13608421385288239,0.8904769420623779,0.5146192908287048,0.5824305415153503,0.15178273618221283,0.03976160287857056,0.5160163044929504,0.5477046966552734,-0.12811575829982758,0.8782201409339905,0.5136392712593079,0.5762421488761902,0.15745243430137634,0.04160311818122864,0.5141559839248657,0.5462605357170105,-0.11663337796926498,0.8155182003974915,0.5030891299247742,0.6015040278434753,0.07248025387525558,0.9996445775032043,0.4873570203781128,0.5942388772964478,-0.07244250178337097,0.9997952580451965,0.535043478012085,0.7108750343322754,0.01748616062104702,0.924342930316925,0.4794618487358093,0.699984073638916,-0.15545208752155304,0.9977702498435974,0.5372839570045471,0.8375629186630249,-0.003291589906439185,0.9823658466339111,0.43216630816459656,0.8192412257194519,-0.21568135917186737,0.9980625510215759,0.5309151411056519,0.8597111105918884,-0.01051242183893919,0.9682714343070984,0.41823628544807434,0.830919086933136,-0.22407247126102448,0.9807531833648682,0.5707258582115173,0.861241340637207,-0.057402823120355606,0.9842919111251831,0.45123565196990967,0.8588491082191467,-0.2879396975040436,0.996504545211792
10,0.53641676902771,0.40911319851875305,0.03948615863919258,0.9999544024467468,0.532884418964386,0.39939966797828674,0.05109221115708351,0.9999539256095886,0.5321043729782104,0.3994069993495941,0.05105040594935417,0.9999555349349976,0.5312496423721313,0.3993683457374573,0.051024146378040314,0.9999635219573975,0.5328212976455688,0.39948514103889465,0.028127677738666534,0.9999492764472961,0.5321165919303894,0.3996005356311798,0.028111498802900314,0.9999500513076782,0.5313588380813599,0.39969122409820557,0.028076710179448128,0.999955952167511,0.523621141910553,0.40628713369369507,0.09587538987398148,0.9999068379402161,0.524328351020813,0.40646934509277344,-0.007012672256678343,0.999968945980072,0.5339118838310242,0.42091864347457886,0.057308297604322433,0.9998769164085388,0.5337556004524231,0.42110925912857056,0.027150074020028114,0.9999197125434875,0.5120355486869812,0.46093547344207764,0.16056440770626068,0.9995740652084351,0.5082756876945496,0.45418238639831543,-0.07299239188432693,0.9999878406524658,0.49015000462532043,0.5256471633911133,0.19560763239860535,0.04586463421583176,0.4773674011230469,0.5118595957756042,-0.12774497270584106,0.9859864115715027,0.5097024440765381,0.5728007555007935,0.16394922137260437,0.03126981109380722,0.5084719061851501,0.5501341819763184,-0.13915733993053436,0.9277058243751526,0.5117325186729431,0.5874606370925903,0.1636212021112442,0.0393805056810379,0.515106201171875,0.554370105266571,-0.15554632246494293,0.8901609182357788,0.5150565505027771,0.5823914408683777,0.15069618821144104,0.040314286947250366,0.5170978307723999,0.5476049184799194,-0.14666162431240082,0.877783477306366,0.5140507817268372,0.5762107372283936,0.15584228932857513,0.042020998895168304,0.5152762532234192,0.546161949634552,-0.13479019701480865,0.8142221570014954,0.504702627658844,0.601481020450592,0.07254457473754883,0.9996469020843506,0.4894176125526428,0.5940493941307068,-0.07250797003507614,0.9997929930686951,0.5352457761764526,0.7104053497314453,0.018730124458670616,0.923412024974823,0.48543959856033325,0.7068980932235718,-0.14397521317005157,0.9977379441261292,0.5368712544441223,0.8374385237693787,0.012650694698095322,0.9819917678833008,0.4322856366634369,0.8172088861465454,-0.18154364824295044,0.9980049133300781,0.5302268862724304,0.859582781791687,0.007935428991913795,0.9674029350280762,0.4184032380580902,0.827436625957489,-0.1873975247144699,0.9802168607711792,0.5700817108154297,0.8612661957740784,-0.03607416898012161,0.9838045239448547,0.44967225193977356,0.8588431477546692,-0.2495642453432083,0.9964203238487244
